weather_id,airport_code,weather_date,weather_condition,temperature_c,visibility_km,wind_speed_kmh,delay_risk
1134,AUH,2025-02-08,Clear,41.1,9.5,15,Low
1135,AUH,2025-02-09,Sunny,27.4,8.3,17,Low
1136,AUH,2025-02-10,Dust Storm,46.7,3.0,34,High
1137,AUH,2025-02-11,Sunny,31.2,9.8,19,Low
1138,AUH,2025-02-12,Dust Storm,35.7,1.5,42,High
1139,AUH,2025-02-13,Sunny,40.8,9.2,11,Low
1140,AUH,2025-02-14,Sunny,38.7,8.8,19,Low
1141,AUH,2025-02-15,Dust Storm,45.3,1.4,63,High
1142,AUH,2025-02-16,Sunny,38.0,9.1,13,Low
1143,AUH,2025-02-17,Hot,25.8,8.3,6,Low
1144,AUH,2025-02-18,Clear,32.7,9.1,19,Low
1145,AUH,2025-02-19,Hot,39.6,8.4,14,Low
1146,AUH,2025-02-20,Sunny,44.6,9.9,15,Low
1147,AUH,2025-02-21,Hot,28.7,8.0,16,Low
1148,AUH,2025-02-22,Hot,46.2,8.4,20,Low
1149,AUH,2025-02-23,Dust Storm,46.3,3.7,57,High
1150,AUH,2025-02-24,Dust Storm,32.3,4.0,56,High
1151,AUH,2025-02-25,Dust Storm,37.9,1.3,51,High
1152,AUH,2025-02-26,Clear,42.4,9.7,14,Low
1153,AUH,2025-02-27,Sunny,47.7,10.0,11,Low
1154,AUH,2025-02-28,Clear,36.2,8.4,10,Low
1155,AUH,2025-03-01,Dust Storm,40.2,4.4,63,High
1156,AUH,2025-03-02,Sunny,38.8,8.6,14,Low
1157,AUH,2025-03-03,Sunny,42.7,8.3,14,Low
1158,AUH,2025-03-04,Clear,43.3,8.5,8,Low
1159,AUH,2025-03-05,Clear,27.1,9.0,18,Low
1160,AUH,2025-03-06,Hot,41.2,9.4,10,Low
1161,AUH,2025-03-07,Dust Storm,26.8,1.7,50,High
1162,AUH,2025-03-08,Clear,40.5,9.0,5,Low
1163,AUH,2025-03-09,Sunny,27.8,8.1,10,Low
1164,AUH,2025-03-10,Hot,34.8,9.5,9,Low
1165,AUH,2025-03-11,Sunny,39.5,9.6,9,Low
1166,AUH,2025-03-12,Hot,34.3,8.5,12,Low
1167,AUH,2025-03-13,Dust Storm,34.5,1.6,69,High
1168,AUH,2025-03-14,Clear,41.6,9.8,18,Low
1169,AUH,2025-03-15,Dust Storm,46.2,2.0,56,High
1170,AUH,2025-03-16,Dust Storm,43.0,1.2,42,High
1171,AUH,2025-03-17,Dust Storm,47.3,2.8,34,High
1172,AUH,2025-03-18,Sunny,38.0,9.8,16,Low
1173,AUH,2025-03-19,Hot,36.1,9.9,12,Low
1174,AUH,2025-03-20,Clear,47.6,9.6,19,Low
1175,AUH,2025-03-21,Hot,40.8,8.9,8,Low
1176,AUH,2025-03-22,Dust Storm,39.9,1.3,65,High
1177,AUH,2025-03-23,Hot,44.6,9.4,17,Low
1178,AUH,2025-03-24,Sunny,40.8,9.4,20,Low
1179,AUH,2025-03-25,Sunny,36.5,9.0,15,Low
1180,AUH,2025-03-26,Sunny,33.3,9.2,8,Low
1181,AUH,2025-03-27,Dust Storm,28.2,3.4,59,High
1182,AUH,2025-03-28,Hot,26.3,9.3,7,Low
1183,AUH,2025-03-29,Hot,36.0,8.7,17,Low
1184,AUH,2025-03-30,Clear,42.5,8.0,6,Low
1185,AUH,2025-03-31,Sunny,30.9,9.0,7,Low
1186,AUH,2025-04-01,Hot,26.0,9.3,18,Low
1187,AUH,2025-04-02,Hot,43.5,8.1,6,Low
1188,AUH,2025-04-03,Clear,45.7,9.8,18,Low
1189,AUH,2025-04-04,Sunny,46.3,8.6,11,Low
1190,AUH,2025-04-05,Sunny,26.2,9.6,19,Low
1191,AUH,2025-04-06,Hot,29.0,8.9,11,Low
1192,AUH,2025-04-07,Dust Storm,47.7,2.7,45,High
1193,AUH,2025-04-08,Sunny,41.6,9.8,20,Low
1194,AUH,2025-04-09,Sunny,48.0,9.9,17,Low
1195,AUH,2025-04-10,Sunny,42.2,9.8,10,Low
1196,AUH,2025-04-11,Clear,34.3,9.2,12,Low
1197,AUH,2025-04-12,Dust Storm,28.1,4.9,44,High
1198,AUH,2025-04-13,Hot,28.3,8.2,20,Low
1199,AUH,2025-04-14,Dust Storm,30.3,1.6,67,High
1200,AUH,2025-04-15,Dust Storm,48.0,5.0,37,High
1201,AUH,2025-04-16,Sunny,37.7,8.4,17,Low
1202,AUH,2025-04-17,Hot,29.4,9.2,11,Low
1203,AUH,2025-04-18,Hot,46.3,8.4,18,Low
1204,AUH,2025-04-19,Clear,36.5,9.8,14,Low
1205,AUH,2025-04-20,Dust Storm,37.1,3.1,63,High
1206,AUH,2025-04-21,Clear,31.8,9.4,8,Low
1207,AUH,2025-04-22,Dust Storm,37.3,3.9,43,High
1208,AUH,2025-04-23,Sunny,43.1,8.3,9,Low
1209,AUH,2025-04-24,Clear,39.8,8.5,10,Low
1210,AUH,2025-04-25,Dust Storm,32.4,1.4,43,High
1211,AUH,2025-04-26,Dust Storm,26.1,4.7,48,High
1212,AUH,2025-04-27,Hot,25.6,9.9,14,Low
1213,AUH,2025-04-28,Dust Storm,32.4,1.8,48,High
1214,AUH,2025-04-29,Sunny,46.2,8.8,6,Low
1215,AUH,2025-04-30,Dust Storm,25.8,4.4,49,High
1216,AUH,2025-05-01,Sunny,31.4,8.2,20,Low
1217,AUH,2025-05-02,Sunny,35.9,9.1,18,Low
1218,AUH,2025-05-03,Dust Storm,42.3,4.0,54,High
1219,AUH,2025-05-04,Sunny,25.0,9.7,15,Low
1220,AUH,2025-05-05,Hot,32.9,9.2,9,Low
1221,AUH,2025-05-06,Dust Storm,44.8,1.9,43,High
1222,AUH,2025-05-07,Dust Storm,29.8,4.6,66,High
1223,AUH,2025-05-08,Hot,29.6,8.3,14,Low
1224,AUH,2025-05-09,Hot,38.1,9.0,8,Low
1225,AUH,2025-05-10,Clear,46.1,8.8,15,Low
1226,AUH,2025-05-11,Sunny,31.7,9.8,12,Low
1227,AUH,2025-05-12,Dust Storm,38.7,4.7,32,High
1228,AUH,2025-05-13,Sunny,38.3,9.6,16,Low
1229,AUH,2025-05-14,Hot,30.4,8.6,6,Low
1230,AUH,2025-05-15,Clear,38.8,9.8,16,Low
1231,AUH,2025-05-16,Clear,36.7,9.6,20,Low
1232,AUH,2025-05-17,Sunny,46.6,9.3,6,Low
1233,AUH,2025-05-18,Sunny,29.7,9.7,13,Low
1234,AUH,2025-05-19,Dust Storm,44.2,3.2,38,High
1235,AUH,2025-05-20,Dust Storm,44.2,4.6,54,High
1236,AUH,2025-05-21,Clear,31.0,8.1,15,Low
1237,AUH,2025-05-22,Clear,27.6,9.8,14,Low
1238,AUH,2025-05-23,Hot,42.9,9.2,5,Low
1239,AUH,2025-05-24,Hot,25.9,9.5,15,Low
1240,AUH,2025-05-25,Sunny,32.7,8.5,5,Low
1241,AUH,2025-05-26,Dust Storm,42.5,2.0,51,High
1242,AUH,2025-05-27,Dust Storm,39.6,5.0,59,High
1243,AUH,2025-05-28,Sunny,45.5,8.2,16,Low
1244,AUH,2025-05-29,Sunny,26.3,9.5,8,Low
1245,AUH,2025-05-30,Dust Storm,43.5,4.9,69,High
1246,AUH,2025-05-31,Hot,30.6,8.3,8,Low
1247,AUH,2025-06-01,Dust Storm,36.1,4.0,30,High
1248,AUH,2025-06-02,Hot,35.9,8.9,11,Low
1249,AUH,2025-06-03,Sunny,43.0,9.4,16,Low
1250,AUH,2025-06-04,Hot,32.4,10.0,7,Low
1251,AUH,2025-06-05,Dust Storm,31.9,4.0,67,High
1252,AUH,2025-06-06,Clear,36.9,8.5,19,Low
1253,AUH,2025-06-07,Sunny,25.9,8.9,8,Low
1254,AUH,2025-06-08,Dust Storm,37.7,1.5,65,High
1255,AUH,2025-06-09,Dust Storm,41.8,3.0,36,High
1256,AUH,2025-06-10,Dust Storm,43.9,3.5,42,High
1257,AUH,2025-06-11,Sunny,40.8,8.7,16,Low
1258,AUH,2025-06-12,Dust Storm,44.1,2.6,36,High
1259,AUH,2025-06-13,Dust Storm,32.3,3.2,36,High
1260,AUH,2025-06-14,Clear,44.2,8.1,11,Low
1261,AUH,2025-06-15,Clear,28.8,8.8,17,Low
1262,AUH,2025-06-16,Clear,25.5,9.3,20,Low
1263,AUH,2025-06-17,Clear,39.2,9.0,18,Low
1264,AUH,2025-06-18,Sunny,38.6,8.6,7,Low
1265,AUH,2025-06-19,Sunny,29.2,9.0,10,Low
1266,AUH,2025-06-20,Dust Storm,29.6,4.0,30,High
1267,AUH,2025-06-21,Clear,35.0,9.5,9,Low
1268,AUH,2025-06-22,Sunny,30.3,8.7,10,Low
1269,AUH,2025-06-23,Clear,42.1,8.6,7,Low
1270,AUH,2025-06-24,Dust Storm,35.6,3.3,41,High
1271,AUH,2025-06-25,Hot,35.8,8.4,12,Low
1272,AUH,2025-06-26,Dust Storm,37.2,1.5,31,High
1273,AUH,2025-06-27,Hot,40.9,8.3,15,Low
1274,AUH,2025-06-28,Clear,34.8,8.1,7,Low
1275,AUH,2025-06-29,Sunny,45.4,9.8,12,Low
1276,AUH,2025-06-30,Sunny,36.0,9.0,6,Low
1277,AUH,2025-07-01,Sunny,39.5,8.3,9,Low
1278,AUH,2025-07-02,Hot,39.4,9.5,18,Low
1279,AUH,2025-07-03,Hot,46.7,9.9,8,Low
1280,AUH,2025-07-04,Sunny,26.8,8.9,13,Low
1281,AUH,2025-07-05,Hot,29.1,9.7,16,Low
1282,AUH,2025-07-06,Sunny,25.8,9.8,7,Low
1283,AUH,2025-07-07,Sunny,39.0,9.4,8,Low
1284,AUH,2025-07-08,Hot,36.6,9.0,16,Low
1285,AUH,2025-07-09,Sunny,26.9,9.4,15,Low
1286,AUH,2025-07-10,Sunny,40.3,8.6,10,Low
1287,AUH,2025-07-11,Clear,41.7,8.7,7,Low
1288,AUH,2025-07-12,Sunny,47.5,9.8,19,Low
1289,AUH,2025-07-13,Hot,26.4,9.0,17,Low
1290,AUH,2025-07-14,Dust Storm,43.4,1.8,33,High
1291,AUH,2025-07-15,Dust Storm,30.7,1.0,69,High
1292,AUH,2025-07-16,Sunny,31.5,9.9,20,Low
1293,AUH,2025-07-17,Sunny,38.8,8.1,16,Low
1294,AUH,2025-07-18,Sunny,32.0,8.5,8,Low
1295,AUH,2025-07-19,Dust Storm,32.3,2.6,32,High
1296,AUH,2025-07-20,Hot,37.8,9.6,14,Low
1297,AUH,2025-07-21,Clear,32.8,9.2,10,Low
1298,AUH,2025-07-22,Dust Storm,32.7,1.9,56,High
1299,AUH,2025-07-23,Clear,31.9,9.7,6,Low
1300,AUH,2025-07-24,Hot,29.2,8.5,11,Low
1301,AUH,2025-07-25,Hot,36.0,8.0,7,Low
1302,AUH,2025-07-26,Dust Storm,37.7,2.4,56,High
1303,AUH,2025-07-27,Clear,46.1,8.8,13,Low
1304,AUH,2025-07-28,Sunny,47.7,9.9,16,Low
1305,AUH,2025-07-29,Hot,36.6,8.1,16,Low
1306,AUH,2025-07-30,Hot,35.4,8.2,5,Low
1307,AUH,2025-07-31,Dust Storm,44.4,2.4,57,High
1308,AUH,2025-08-01,Dust Storm,45.9,4.9,59,High
1309,AUH,2025-08-02,Sunny,26.3,9.6,17,Low
1310,AUH,2025-08-03,Sunny,46.7,8.6,6,Low
1311,AUH,2025-08-04,Clear,25.5,8.4,16,Low
1312,AUH,2025-08-05,Clear,37.9,9.1,7,Low
1313,AUH,2025-08-06,Hot,39.3,9.9,5,Low
1314,AUH,2025-08-07,Sunny,41.6,9.9,17,Low
1315,AUH,2025-08-08,Sunny,46.1,8.9,5,Low
1316,AUH,2025-08-09,Sunny,43.9,8.6,13,Low
1317,AUH,2025-08-10,Dust Storm,32.5,1.2,58,High
1318,AUH,2025-08-11,Hot,47.2,8.2,14,Low
1319,AUH,2025-08-12,Hot,30.5,9.2,13,Low
1320,AUH,2025-08-13,Dust Storm,42.1,1.7,55,High
1321,AUH,2025-08-14,Clear,34.5,8.4,16,Low
1322,AUH,2025-08-15,Sunny,38.5,9.4,8,Low
1323,AUH,2025-08-16,Clear,37.3,9.8,11,Low
1324,AUH,2025-08-17,Hot,46.0,9.7,14,Low
1325,AUH,2025-08-18,Sunny,32.3,8.7,10,Low
1326,AUH,2025-08-19,Clear,35.6,8.9,19,Low
1327,AUH,2025-08-20,Sunny,29.4,9.1,18,Low
1328,AUH,2025-08-21,Sunny,46.1,8.8,6,Low
1329,AUH,2025-08-22,Sunny,29.7,8.2,20,Low
1330,AUH,2025-08-23,Dust Storm,26.6,4.8,60,High
1331,AUH,2025-08-24,Dust Storm,40.3,3.1,67,High
1332,AUH,2025-08-25,Clear,38.1,8.5,6,Low
1333,AUH,2025-08-26,Dust Storm,46.9,1.6,50,High
1334,AUH,2025-08-27,Hot,26.1,9.6,5,Low
1335,AUH,2025-08-28,Dust Storm,46.7,3.5,31,High
1336,AUH,2025-08-29,Hot,34.4,8.8,17,Low
1337,AUH,2025-08-30,Sunny,32.7,9.8,5,Low
1338,AUH,2025-08-31,Dust Storm,36.9,1.1,41,High
1339,AUH,2025-09-01,Hot,42.0,9.5,19,Low
1340,AUH,2025-09-02,Clear,35.6,9.1,5,Low
1341,AUH,2025-09-03,Dust Storm,40.2,2.1,37,High
1342,AUH,2025-09-04,Sunny,29.0,8.5,8,Low
1343,AUH,2025-09-05,Dust Storm,47.3,4.1,36,High
1344,AUH,2025-09-06,Dust Storm,35.3,1.5,61,High
1345,AUH,2025-09-07,Dust Storm,42.5,1.1,30,High
1346,AUH,2025-09-08,Hot,45.7,9.6,11,Low
1347,AUH,2025-09-09,Sunny,27.7,9.2,15,Low
1348,AUH,2025-09-10,Sunny,44.5,9.1,18,Low
1349,AUH,2025-09-11,Hot,35.3,8.5,16,Low
1350,AUH,2025-09-12,Hot,26.1,8.4,12,Low
1351,AUH,2025-09-13,Dust Storm,47.3,4.0,48,High
1352,AUH,2025-09-14,Hot,44.3,8.2,16,Low
1353,AUH,2025-09-15,Dust Storm,33.2,1.9,60,High
1354,AUH,2025-09-16,Sunny,32.4,9.5,5,Low
1355,AUH,2025-09-17,Sunny,36.1,9.1,12,Low
1356,AUH,2025-09-18,Clear,35.0,8.3,6,Low
1357,AUH,2025-09-19,Sunny,28.3,8.3,8,Low
1358,AUH,2025-09-20,Hot,43.6,8.8,10,Low
1359,AUH,2025-09-21,Sunny,36.1,9.8,18,Low
1360,AUH,2025-09-22,Dust Storm,38.2,3.8,61,High
1361,AUH,2025-09-23,Hot,40.6,8.2,18,Low
1362,AUH,2025-09-24,Dust Storm,28.2,1.1,31,High
1363,AUH,2025-09-25,Dust Storm,44.5,2.9,57,High
1364,AUH,2025-09-26,Hot,46.6,9.0,13,Low
1365,AUH,2025-09-27,Clear,44.6,9.3,8,Low
1366,AUH,2025-09-28,Hot,27.5,8.0,7,Low
1367,AUH,2025-09-29,Dust Storm,36.8,1.3,44,High
1368,AUH,2025-09-30,Hot,44.5,8.1,6,Low
1369,AUH,2025-10-01,Clear,40.9,8.8,8,Low
1370,AUH,2025-10-02,Dust Storm,47.7,2.4,62,High
1371,AUH,2025-10-03,Sunny,37.1,9.0,12,Low
1372,AUH,2025-10-04,Dust Storm,44.2,4.9,56,High
1373,AUH,2025-10-05,Sunny,40.0,8.9,9,Low
1374,AUH,2025-10-06,Hot,32.9,8.1,19,Low
1375,AUH,2025-10-07,Hot,37.4,9.1,8,Low
1376,AUH,2025-10-08,Dust Storm,47.0,1.6,56,High
1377,AUH,2025-10-09,Hot,46.9,9.6,11,Low
1378,AUH,2025-10-10,Hot,46.4,8.5,11,Low
1379,AUH,2025-10-11,Hot,26.4,9.8,15,Low
1380,AUH,2025-10-12,Hot,38.7,9.9,6,Low
1381,AUH,2025-10-13,Dust Storm,35.4,3.0,57,High
1382,AUH,2025-10-14,Dust Storm,41.7,2.0,61,High
1383,AUH,2025-10-15,Sunny,44.4,9.7,7,Low
1384,AUH,2025-10-16,Dust Storm,42.5,1.8,33,High
1385,AUH,2025-10-17,Sunny,35.8,9.5,17,Low
1386,AUH,2025-10-18,Hot,45.4,8.5,5,Low
1387,AUH,2025-10-19,Sunny,27.8,9.9,10,Low
1388,AUH,2025-10-20,Dust Storm,39.9,1.5,66,High
1389,AUH,2025-10-21,Dust Storm,34.4,4.8,44,High
1390,AUH,2025-10-22,Hot,43.8,9.0,17,Low
1391,AUH,2025-10-23,Sunny,27.2,8.2,18,Low
1392,AUH,2025-10-24,Clear,31.0,8.4,8,Low
1393,AUH,2025-10-25,Hot,42.4,8.2,9,Low
1394,AUH,2025-10-26,Dust Storm,32.7,1.7,59,High
1395,AUH,2025-10-27,Sunny,40.9,8.8,13,Low
1396,AUH,2025-10-28,Dust Storm,34.7,4.5,57,High
1397,AUH,2025-10-29,Hot,44.8,8.7,13,Low
1398,AUH,2025-10-30,Sunny,31.5,9.3,7,Low
1399,AUH,2025-10-31,Sunny,29.9,8.9,19,Low
1400,AUH,2025-11-01,Clear,34.8,8.7,20,Low
1401,AUH,2025-11-02,Sunny,28.7,8.2,10,Low
1402,AUH,2025-11-03,Hot,39.0,9.5,19,Low
1403,AUH,2025-11-04,Dust Storm,39.7,2.2,50,High
1404,AUH,2025-11-05,Hot,35.9,9.7,9,Low
1405,AUH,2025-11-06,Sunny,40.6,9.9,7,Low
1406,AUH,2025-11-07,Sunny,30.7,10.0,12,Low
1407,AUH,2025-11-08,Sunny,28.9,9.6,10,Low
1408,AUH,2025-11-09,Dust Storm,35.0,3.9,41,High
1409,AUH,2025-11-10,Sunny,36.4,9.9,7,Low
1410,AUH,2025-11-11,Clear,46.8,8.1,12,Low
1411,AUH,2025-11-12,Clear,34.4,9.0,14,Low
1412,AUH,2025-11-13,Hot,38.9,9.0,11,Low
1413,AUH,2025-11-14,Dust Storm,35.9,2.1,61,High
1414,AUH,2025-11-15,Clear,28.9,8.6,19,Low
1415,AUH,2025-11-16,Sunny,46.9,9.1,15,Low
1416,AUH,2025-11-17,Hot,31.2,9.5,18,Low
1417,AUH,2025-11-18,Hot,35.9,10.0,17,Low
1418,AUH,2025-11-19,Sunny,31.0,9.8,10,Low
1419,AUH,2025-11-20,Sunny,36.0,8.2,7,Low
1420,AUH,2025-11-21,Dust Storm,47.6,3.4,48,High
1421,AUH,2025-11-22,Hot,32.1,9.3,11,Low
1422,AUH,2025-11-23,Dust Storm,29.9,4.3,47,High
1423,AUH,2025-11-24,Dust Storm,25.9,1.0,40,High
1424,AUH,2025-11-25,Hot,47.3,9.9,13,Low
1425,AUH,2025-11-26,Dust Storm,46.8,1.7,32,High
1426,AUH,2025-11-27,Dust Storm,30.3,4.8,54,High
1427,AUH,2025-11-28,Sunny,37.3,8.8,10,Low
1428,AUH,2025-11-29,Hot,28.2,9.2,20,Low
1429,AUH,2025-11-30,Dust Storm,34.0,2.9,50,High
1430,AUH,2025-12-01,Clear,27.9,9.2,12,Low
1431,AUH,2025-12-02,Sunny,37.7,9.4,15,Low
1432,AUH,2025-12-03,Sunny,33.3,9.1,8,Low
1433,AUH,2025-12-04,Hot,36.8,8.6,14,Low
1434,AUH,2025-12-05,Sunny,26.5,9.1,5,Low
1435,AUH,2025-12-06,Clear,41.7,8.8,6,Low
1436,AUH,2025-12-07,Sunny,34.7,9.5,11,Low
1437,AUH,2025-12-08,Hot,36.3,9.0,5,Low
1438,AUH,2025-12-09,Dust Storm,30.6,4.4,58,High
1439,AUH,2025-12-10,Clear,26.6,8.7,9,Low
1440,AUH,2025-12-11,Clear,34.0,8.8,14,Low
1441,AUH,2025-12-12,Sunny,32.9,8.8,15,Low
1442,AUH,2025-12-13,Sunny,42.4,9.0,10,Low
1443,AUH,2025-12-14,Hot,26.4,10.0,7,Low
1444,AUH,2025-12-15,Dust Storm,33.4,1.1,67,High
1445,AUH,2025-12-16,Clear,32.5,9.1,14,Low
1446,AUH,2025-12-17,Sunny,28.5,8.9,20,Low
1447,AUH,2025-12-18,Sunny,26.7,9.6,16,Low
1448,AUH,2025-12-19,Clear,29.5,9.8,20,Low
1449,AUH,2025-12-20,Clear,40.2,8.5,10,Low
1450,AUH,2025-12-21,Sunny,45.9,9.6,8,Low
1451,AUH,2025-12-22,Sunny,40.1,9.9,13,Low
1452,AUH,2025-12-23,Sunny,26.3,9.0,12,Low
1453,AUH,2025-12-24,Clear,33.9,9.1,13,Low
1454,AUH,2025-12-25,Clear,28.8,8.4,20,Low
1455,AUH,2025-12-26,Dust Storm,26.0,3.9,43,High
1456,AUH,2025-12-27,Hot,33.7,9.9,13,Low
1457,AUH,2025-12-28,Hot,45.8,8.6,20,Low
1458,AUH,2025-12-29,Clear,44.7,8.3,18,Low
1459,AUH,2025-12-30,Hot,46.4,8.3,12,Low
1460,AUH,2025-12-31,Clear,30.0,9.5,10,Low
1461,RUH,2025-01-01,Dust Storm,26.0,4.5,43,High
1462,RUH,2025-01-02,Clear,28.1,9.3,15,Low
1463,RUH,2025-01-03,Dust Storm,27.3,3.6,52,High
1464,RUH,2025-01-04,Clear,32.0,8.5,7,Low
1465,RUH,2025-01-05,Dust Storm,30.0,3.5,62,High
1466,RUH,2025-01-06,Sunny,41.8,9.0,7,Low
1467,RUH,2025-01-07,Clear,31.6,9.8,9,Low
1468,RUH,2025-01-08,Hot,27.5,9.7,18,Low
1469,RUH,2025-01-09,Clear,33.2,9.2,16,Low
1470,RUH,2025-01-10,Clear,28.2,9.4,12,Low
1471,RUH,2025-01-11,Clear,25.7,9.2,20,Low
1472,RUH,2025-01-12,Hot,39.2,8.1,5,Low
1473,RUH,2025-01-13,Clear,39.1,8.8,19,Low
1474,RUH,2025-01-14,Hot,44.1,8.6,16,Low
1475,RUH,2025-01-15,Hot,31.2,9.5,14,Low
1476,RUH,2025-01-16,Hot,31.3,8.6,19,Low
1477,RUH,2025-01-17,Clear,36.3,8.9,11,Low
1478,RUH,2025-01-18,Clear,43.2,8.4,13,Low
1479,RUH,2025-01-19,Clear,29.7,9.3,16,Low
1480,RUH,2025-01-20,Dust Storm,39.7,4.4,44,High
1481,RUH,2025-01-21,Dust Storm,37.5,1.4,68,High
1482,RUH,2025-01-22,Clear,47.5,8.2,17,Low
1483,RUH,2025-01-23,Hot,30.0,8.3,18,Low
1484,RUH,2025-01-24,Hot,33.0,8.8,17,Low
1485,RUH,2025-01-25,Dust Storm,45.9,4.4,32,High
1486,RUH,2025-01-26,Hot,36.0,9.6,20,Low
1487,RUH,2025-01-27,Sunny,33.3,9.3,12,Low
1488,RUH,2025-01-28,Clear,43.2,8.5,16,Low
1489,RUH,2025-01-29,Dust Storm,28.8,3.5,53,High
1490,RUH,2025-01-30,Hot,25.4,8.4,14,Low
1491,RUH,2025-01-31,Sunny,42.5,8.1,12,Low
1492,RUH,2025-02-01,Hot,26.9,9.8,19,Low
1493,RUH,2025-02-02,Clear,43.9,8.3,9,Low
1494,RUH,2025-02-03,Clear,25.7,10.0,19,Low
1495,RUH,2025-02-04,Clear,47.2,9.1,10,Low
1496,RUH,2025-02-05,Clear,39.5,9.5,6,Low
1497,RUH,2025-02-06,Dust Storm,37.4,3.5,65,High
1498,RUH,2025-02-07,Dust Storm,34.7,1.0,60,High
1499,RUH,2025-02-08,Sunny,39.4,9.9,14,Low
1500,RUH,2025-02-09,Dust Storm,43.5,4.7,69,High
1501,RUH,2025-02-10,Dust Storm,32.2,2.7,36,High
1502,RUH,2025-02-11,Clear,39.4,9.5,7,Low
1503,RUH,2025-02-12,Sunny,47.3,8.3,14,Low
1504,RUH,2025-02-13,Clear,37.1,8.4,5,Low
1505,RUH,2025-02-14,Clear,28.4,8.9,11,Low
1506,RUH,2025-02-15,Clear,39.2,8.8,14,Low
1507,RUH,2025-02-16,Dust Storm,29.4,3.7,38,High
1508,RUH,2025-02-17,Sunny,41.0,8.2,12,Low
1509,RUH,2025-02-18,Sunny,44.5,9.7,11,Low
1510,RUH,2025-02-19,Clear,28.9,9.2,17,Low
1511,RUH,2025-02-20,Sunny,44.0,9.3,17,Low
1512,RUH,2025-02-21,Dust Storm,32.1,3.7,37,High
1513,RUH,2025-02-22,Sunny,32.8,10.0,17,Low
1514,RUH,2025-02-23,Hot,44.1,9.6,13,Low
1515,RUH,2025-02-24,Dust Storm,43.3,3.4,39,High
1516,RUH,2025-02-25,Clear,39.3,9.6,20,Low
1517,RUH,2025-02-26,Clear,34.9,8.0,5,Low
1518,RUH,2025-02-27,Sunny,31.5,8.0,10,Low
1519,RUH,2025-02-28,Clear,34.6,9.5,14,Low
1520,RUH,2025-03-01,Clear,46.0,8.2,13,Low
1521,RUH,2025-03-02,Dust Storm,30.6,4.5,31,High
1522,RUH,2025-03-03,Hot,29.9,9.0,12,Low
1523,RUH,2025-03-04,Sunny,42.5,9.2,5,Low
1524,RUH,2025-03-05,Hot,45.1,9.5,10,Low
1525,RUH,2025-03-06,Clear,30.5,8.8,18,Low
1526,RUH,2025-03-07,Sunny,42.6,8.0,20,Low
1527,RUH,2025-03-08,Clear,42.2,9.7,11,Low
1528,RUH,2025-03-09,Clear,26.6,9.7,8,Low
1529,RUH,2025-03-10,Sunny,27.2,8.7,8,Low
1530,RUH,2025-03-11,Sunny,46.0,9.9,20,Low
1531,RUH,2025-03-12,Hot,38.0,9.4,14,Low
1532,RUH,2025-03-13,Clear,41.1,9.2,19,Low
1533,RUH,2025-03-14,Dust Storm,44.4,2.7,45,High
1534,RUH,2025-03-15,Sunny,47.3,8.1,14,Low
1535,RUH,2025-03-16,Hot,29.6,9.2,13,Low
1536,RUH,2025-03-17,Clear,28.1,8.4,15,Low
1537,RUH,2025-03-18,Clear,28.8,8.2,20,Low
1538,RUH,2025-03-19,Clear,39.8,8.7,20,Low
1539,RUH,2025-03-20,Dust Storm,43.7,1.8,38,High
1540,RUH,2025-03-21,Dust Storm,45.9,2.5,67,High
1541,RUH,2025-03-22,Hot,45.9,9.6,13,Low
1542,RUH,2025-03-23,Clear,26.9,9.9,14,Low
1543,RUH,2025-03-24,Clear,47.8,8.0,7,Low
1544,RUH,2025-03-25,Dust Storm,26.9,3.9,60,High
1545,RUH,2025-03-26,Dust Storm,30.1,1.1,61,High
1546,RUH,2025-03-27,Clear,35.7,8.3,15,Low
1547,RUH,2025-03-28,Dust Storm,33.6,2.0,45,High
1548,RUH,2025-03-29,Dust Storm,29.8,1.5,32,High
1549,RUH,2025-03-30,Sunny,43.9,9.6,8,Low
1550,RUH,2025-03-31,Sunny,28.3,8.6,19,Low
1551,RUH,2025-04-01,Clear,29.0,9.3,12,Low
1552,RUH,2025-04-02,Hot,37.2,8.3,13,Low
1553,RUH,2025-04-03,Clear,40.1,8.5,14,Low
1554,RUH,2025-04-04,Clear,28.3,8.6,5,Low
1555,RUH,2025-04-05,Sunny,30.9,8.5,9,Low
1556,RUH,2025-04-06,Clear,45.6,8.7,17,Low
1557,RUH,2025-04-07,Hot,42.4,8.9,5,Low
1558,RUH,2025-04-08,Dust Storm,27.5,3.6,52,High
1559,RUH,2025-04-09,Sunny,36.2,8.5,10,Low
1560,RUH,2025-04-10,Sunny,25.6,8.6,11,Low
1561,RUH,2025-04-11,Sunny,30.7,8.2,18,Low
1562,RUH,2025-04-12,Hot,34.0,9.9,5,Low
1563,RUH,2025-04-13,Clear,44.0,8.8,20,Low
1564,RUH,2025-04-14,Hot,42.1,8.7,8,Low
1565,RUH,2025-04-15,Dust Storm,44.0,2.7,57,High
1566,RUH,2025-04-16,Sunny,28.4,9.0,17,Low
1567,RUH,2025-04-17,Hot,43.1,9.2,17,Low
1568,RUH,2025-04-18,Dust Storm,31.9,2.7,40,High
1569,RUH,2025-04-19,Dust Storm,33.5,3.7,70,High
1570,RUH,2025-04-20,Sunny,29.2,9.9,20,Low
1571,RUH,2025-04-21,Dust Storm,41.1,2.6,47,High
